,Unnamed: 0,location,size,total_sqft,bath,balcony,price,location_encode,size_encode
130,130,Peenya,3 BHK,1870.0,3.0,3.0,110.0,9,4309
131,131,Sarjapur,3 Bedroom,1600.0,3.0,1.0,75.0,82,547
132,132,Electronic City,2 BHK,880.0,1.0,1.0,16.5,302,5199
133,133,Ramaswamy Palya - Kammanahalli Main Road,4 Bedroom,1200.0,4.0,0.0,210.0,1,826
134,134,Kudlu Gate,3 BHK,1535.0,3.0,2.0,83.0,39,4309
135,135,Kanakpura Road,2 BHK,950.0,2.0,1.0,57.0,273,5199
136,136,Devanahalli,2 BHK,1360.0,2.0,1.0,65.0,45,5199
137,137,8th Phase JP Nagar,2 BHK,1042.0,2.0,0.0,54.005,57,5199
138,138,Bommasandra Industrial Area,3 BHK,1280.0,3.0,1.0,50.4,26,4309
139,139,Chandra Layout,3 BHK,1260.0,2.0,2.0,85.05,9,4309
140,140,Hennur Road,8 Bedroom,5000.0,8.0,3.0,250.0,152,84
141,141,Yelahanka,5 BHK,3050.0,5.0,1.0,213.0,213,59
142,142,Kasavanhalli,3 BHK,1563.05,3.0,1.0,105.0,80,4309
143,143,ISRO Layout,2 BHK,1000.0,2.0,1.0,60.0,13,5199
144,144,Anandapura,2 BHK,1167.0,2.0,1.0,43.76,27,5199
145,145,Vishveshwarya Layout,7 BHK,4000.0,7.0,2.0,225.0,13,17
146,146,Kothanur,3 BHK,1828.0,3.0,3.0,110.0,66,4309
147,147,Kengeri Satellite Town,2 BHK,890.0,2.0,1.0,35.0,40,5199
148,148,Basavanapura,3 BHK,1612.0,3.0,3.0,46.74,8,4309
149,149,Dinnur,6 Bedroom,1034.0,5.0,3.0,185.0,3,191
150,150,Mysore Road,3 BHK,1710.0,4.0,2.0,91.31,50,4309
151,151,Kannamangala,2 BHK,957.0,2.0,1.0,58.0,18,5199
152,152, Devarachikkanahalli,3 BHK,1250.0,2.0,3.0,44.0,14,4309
153,153,Sanjeevini Nagar,3 BHK,2795.0,4.0,3.0,235.0,3,4309
154,154,Hulimavu,2 BHK,1125.0,2.0,2.0,50.0,52,5199
155,155,Electronic City Phase II,2 BHK,1020.0,2.0,1.0,30.6,132,5199
156,156,Kalena Agrahara,2 BHK,1200.0,2.0,2.0,50.0,33,5199
157,157,Thanisandra,3 BHK,1735.0,3.0,3.0,135.0,234,4309
158,158,Thanisandra,3 BHK,2050.0,3.0,1.0,145.0,234,4309
159,159,Mahalakshmi Layout,4 Bedroom,3750.0,4.0,0.0,760.0,13,826
160,160,Yarandahalli,3 BHK,1350.0,2.0,3.0,48.0,2,4309
161,161,Hosa Road,2 BHK,1063.0,2.0,1.0,32.0,72,5199
162,162,Keshava Nagar,3 BHK,1904.0,3.0,1.0,150.0,7,4309
163,163,Whitefield,4 Bedroom,4200.0,4.0,2.0,420.0,540,826
164,164,RMV Extension,3 BHK,2000.0,3.0,1.0,175.0,5,4309
165,165,Sarjapur,2 BHK,1145.0,2.0,0.0,43.49,82,5199
166,166,Tejaswini Nagar,3 BHK,1425.0,2.0,2.0,75.0,7,4309
167,167,Electronic City,3 BHK,1500.0,2.0,1.0,64.5,302,4309
168,168,Electronic City,2 BHK,1060.0,2.0,1.0,60.0,302,5199
169,169,Jai Bheema Nagar,3 BHK,1470.0,2.0,2.0,70.0,2,4309
170,170,Kothnur Narayanapura,6 BHK,1300.0,6.0,0.0,99.0,3,30
171,171,Attibele,1 BHK,450.0,1.0,1.0,11.0,42,538
172,172,Electronic City,2 BHK,1152.0,2.0,1.0,64.5,302,5199
173,173,Electronic City,3 BHK,1350.0,2.0,1.0,56.0,302,4309
174,174,CV Raman Nagar,3 BHK,1550.0,3.0,3.0,65.0,43,4309
175,175,CHIKKATIRUPATHI,3 Bedroom,1500.0,3.0,2.0,100.0,1,547
176,176,Kumaraswami Layout,5 Bedroom,600.0,3.0,2.0,85.0,30,297
177,177,Nagavara,1 Bedroom,400.0,1.0,0.0,14.0,17,121
178,178,Malleshwaram,1 BHK,705.0,1.0,2.0,67.0,58,538
179,179,Electronic City,2 BHK,770.0,1.0,1.0,36.0,302,5199
180,180,Hulimavu,2 BHK,1242.0,2.0,3.0,51.0,52,5199
181,181,Hebbal Kempapura,3 BHK,1700.0,3.0,2.0,155.0,34,4309
182,182,Thanisandra,3 BHK,2144.0,3.0,2.0,145.0,234,4309
183,183,Vijayanagar,3 BHK,1704.0,3.0,2.0,110.0,42,4309
184,184,Electronic City,2 BHK,1070.0,2.0,1.0,52.0,302,5199
185,185,8th block Koramangala,3 Bedroom,1846.0,3.0,2.0,300.0,7,547
186,186,Jakkuru Layout,2 BHK,1340.0,2.0,2.0,55.7,5,5199
187,187,Electronic City,2 BHK,1025.0,2.0,1.0,46.0,302,5199
188,188,KR Puram,2 BHK,1015.0,2.0,0.0,56.8,91,5199
189,189,Marathahalli,2 BHK,1200.0,2.0,2.0,52.0,175,5199
190,190,Kanakpura Road,4 Bedroom,2250.0,4.0,1.0,110.0,273,826
191,191,Pattandur Agrahara,3 BHK,1550.0,2.0,3.0,80.0,11,4309
192,192,Bellandur,4 Bedroom,1200.0,5.0,3.0,325.0,96,826
193,193,Ejipura,7 Bedroom,1800.0,7.0,1.0,250.0,9,83
194,194,Marathahalli,2 BHK,1200.0,2.0,2.0,60.0,175,5199
195,195,Yelahanka,2 BHK,1327.0,2.0,2.0,98.0,213,5199
196,196,Kothanur,2 BHK,1186.0,2.0,2.0,58.0,66,5199
197,197,MS Pallya,3 Bedroom,1783.0,3.0,1.0,115.0,8,547
198,198,HSR Layout,3 BHK,1400.0,3.0,2.0,56.0,53,4309
199,199,Nagasandra,2 BHK,980.0,2.0,1.0,48.0,12,5199
200,200,EPIP Zone,2 BHK,1285.0,2.0,2.0,82.0,23,5199
201,201,Langford Town,3 BHK,912.0,2.0,1.0,70.0,4,4309
202,202,Whitefield,2 BHK,1225.0,2.0,2.0,47.6,540,5199
203,203,Whitefield,2 BHK,1075.0,2.0,1.0,53.0,540,5199
204,204,Kadugodi,3 BHK,1260.0,2.0,2.0,54.0,42,4309
205,205,Yelahanka,3 BHK,1282.0,2.0,2.0,48.7,213,4309
206,206,Kogilu,3 BHK,1909.0,3.0,2.0,88.0,25,4309
207,207,Panathur,2 BHK,1359.0,2.0,1.0,87.0,51,5199
208,208,Nagondanahalli,2 BHK,1207.0,2.0,2.0,43.5,5,5199
209,209,Padmanabhanagar,4 Bedroom,1736.0,6.0,0.0,190.0,28,826
210,210,1st Block Jayanagar,4 BHK,2850.0,4.0,1.0,428.0,14,591
211,211,Kammasandra,3 BHK,1595.0,3.0,2.0,65.0,29,4309
212,212,"Off Sarjapur Road, ",3 BHK,1798.0,3.0,2.0,89.0,5,4309
213,213,Electronics City Phase 1,3 BHK,1475.0,3.0,2.0,78.29,88,4309
214,214,Tala Cauvery Layout,3 BHK,1580.0,3.0,3.0,100.0,4,4309
215,215,Dasarahalli,2 BHK,1295.0,2.0,1.0,65.0,17,5199
216,216,Magadi Road,6 Bedroom,3600.0,6.0,0.0,141.0,25,191
217,217,Electronic City,1 BHK,589.0,1.0,1.0,27.0,302,538
218,218,Ngef Layout,3 BHK,1415.0,3.0,3.0,78.0,4,4309
219,219,Sarjapur  Road,3 BHK,1787.0,3.0,2.0,98.29,399,4309
220,220,Sarjapur  Road,3 BHK,1787.0,3.0,2.0,125.0,399,4309
221,221,Koramangala,3 BHK,1475.0,2.0,3.0,90.0,72,4309
222,222,"Lakshminarayanapura, Electronic City Phase 2",4 BHK,2000.0,4.0,1.0,75.5,1,591
223,223,Sarjapur  Road,2 BHK,984.0,2.0,1.0,44.28,399,5199
224,224,Devanahalli,3 BHK,1520.0,788.0,3.0,74.82,45,4309
225,225,Muthurayya Swamy Layout,3 BHK,2405.0,4.0,2.0,260.0,2,4309
226,226,7th Phase JP Nagar,2 BHK,1080.0,2.0,2.0,72.0,149,5199
227,227,Shantiniketan Layout,2 Bedroom,1500.0,2.0,1.0,115.0,6,329
228,228,Hebbal,3 BHK,1900.0,3.0,2.0,119.0,177,4309
229,229,Dommasandra,2 BHK,805.0,2.0,1.0,22.14,13,5199
230,230,Budigere,2 BHK,1153.0,2.0,2.0,56.4,54,5199
231,231,Dodda Nekkundi Extension,2 BHK,1148.0,2.0,2.0,60.0,8,5199
232,232,Mylasandra,2 BHK,1110.0,2.0,2.0,55.0,4,5199
233,233,Electronic City,2 BHK,1100.0,2.0,2.0,42.0,302,5199
234,234,Kalyan nagar,2 BHK,1290.0,2.0,2.0,110.0,19,5199
235,235,Dr Shivarama Karantha Nagar,3 BHK,1500.0,2.0,1.0,65.0,2,4309
236,236,Bank Of Baroda Colony,2 BHK,1080.0,2.0,2.0,39.0,7,5199
237,237,Vijayanagar,3 BHK,1933.0,3.0,1.0,129.0,42,4309
238,238,Ramamurthy Nagar,5 Bedroom,3500.0,5.0,2.0,150.0,73,297
239,239,Kullappa Colony,2 BHK,1060.0,2.0,2.0,60.0,2,5199
240,240,Chandapura,1 BHK,645.0,1.0,1.0,16.45,100,538
241,241,Mukkutam Nagar,8 Bedroom,2600.0,8.0,2.0,180.0,1,84
242,242,Chandapura,1 BHK,645.0,1.0,1.0,16.45,100,538
243,243,Ashwath Nagar,3 BHK,1644.0,3.0,3.0,84.0,7,4309
244,244,Ncpr Industrial Layout,2 BHK,1285.0,2.0,3.0,72.5,1,5199
245,245,Electronic City,3 Bedroom,1200.0,3.0,1.0,90.0,302,547
246,246,Electronic City,2 BHK,910.0,2.0,1.0,40.0,302,5199
247,247,Kothanur,3 BHK,1577.0,3.0,1.0,70.0,66,4309
248,248,Meenakunte,3 Bedroom,4050.0,3.0,2.0,280.0,6,547
249,249,OMBR Layout,3 BHK,2420.0,3.0,2.0,185.0,19,4309
250,250,Chandapura,2 BHK,800.0,1.0,1.0,20.0,100,5199
251,251,Anand Nagar,2 BHK,1060.0,2.0,2.0,55.0,6,5199
252,252,7th Phase JP Nagar,2 BHK,1270.0,2.0,2.0,93.0,149,5199
253,253,Shree Ananth Nagar Layout,2 BHK,900.0,2.0,2.0,22.5,6,5199
254,254,Kundalahalli Colony,2 Bedroom,1280.0,2.0,1.0,69.0,7,329
255,255,Horamavu Agara,4 Bedroom,1200.0,2.0,0.0,95.0,42,826
256,256,Sarjapur  Road,2 BHK,1025.0,2.0,2.0,36.0,399,5199
257,257,Electronic City,2 BHK,1108.0,2.0,1.0,63.0,302,5199
258,258,MCECHS  layout,5 Bedroom,1200.0,5.0,3.0,170.0,4,297
259,259,Coffee Board Layout,3 BHK,3045.0,3.0,2.0,170.0,3,4309
260,260,Ambedkar Nagar,4 Bedroom,2900.0,3.0,2.0,300.0,31,826
261,261,Vijayanagar,3 BHK,1500.0,3.0,2.0,75.5,42,4309
262,262,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,2.0,43.9,171,5199
263,263,Budigere,2 BHK,1162.0,2.0,1.0,59.9,54,5199
264,264,Sarjapur  Road,2 BHK,1035.0,2.0,2.0,49.2,399,5199
265,265,Attibele,4 Bedroom,1600.0,4.0,0.0,52.8,42,826
266,266,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,46.0,9,4309
267,267,Hennur Road,3 BHK,1866.0,2.0,2.0,61.58,152,4309
268,268,Geleyara Balaga Layout,2 BHK,700.0,1.0,1.0,26.0,2,5199
269,269,Kalena Agrahara,3 BHK,1804.0,3.0,2.0,120.0,33,4309
270,270,Sarjapur,2 BHK,913.0,2.0,1.0,32.0,82,5199
271,271,Talaghattapura,3 BHK,1868.0,3.0,2.0,131.0,40,4309
272,272,Kengeri Satellite Town,2 BHK,883.0,2.0,1.0,45.0,40,5199
273,273,Sundara Nagar,2 Bedroom,900.0,2.0,1.0,110.0,1,329
274,274,Kogilu,3 BHK,1664.0,2.0,3.0,73.95,25,4309
275,275,Hegde Nagar,3 BHK,2026.0,3.0,2.0,132.0,49,4309
276,276,Balagere,2 BHK,1210.0,2.0,1.0,80.9,45,5199
277,277,Meenakunte,4 Bedroom,4111.0,4.0,2.0,250.0,6,826
278,278,Kadugodi,3 BHK,1762.0,3.0,3.0,91.45,42,4309
279,279,Jigani,3 BHK,1252.0,3.0,3.0,55.0,54,4309
280,280,Gollarapalya Hosahalli,2 BHK,861.0,2.0,1.0,34.5,13,5199
281,281,7th Phase JP Nagar,3 BHK,1420.0,2.0,1.0,100.0,149,4309
282,282,Srirampura,6 Bedroom,1450.0,6.0,0.0,250.0,6,191
283,283,Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,78.8,88,4309
284,284,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,46.0,51,4309
285,285,Old Madras Road,3 BHK,1425.0,2.0,2.0,94.0,71,4309
286,286,Kalena Agrahara,2 BHK,1200.0,2.0,1.0,40.0,33,5199
287,287,Kaggadasapura,3 BHK,1280.0,2.0,2.0,56.0,64,4309
288,288,Silver Springs Layout,2 BHK,1084.0,2.0,2.0,50.0,4,5199
289,289,Chandapura,2 BHK,1015.0,2.0,2.0,25.88,100,5199
290,290,Kanakpura Road,2 BHK,1017.0,2.0,1.0,51.25,273,5199
291,291,Haralur Road,2 BHK,1027.0,2.0,2.0,44.0,142,5199
292,292,Electronic City Phase II,2 BHK,1069.0,2.0,2.0,45.0,132,5199
293,293,Hebbal,2 BHK,1349.0,2.0,1.0,98.2,177,5199
294,294,9th Phase JP Nagar,2 BHK,1005.0,2.0,1.0,50.0,43,5199
295,295,Jakkur,2 BHK,1417.0,2.0,3.0,75.0,71,5199
296,296,TC Palaya,3 Bedroom,1475.0,3.0,1.0,98.0,60,547
297,297,Maruthi Sevanagar,2 BHK,950.0,2.0,2.0,47.0,7,5199
298,298,RMV 2nd Stage,4 BHK,2000.0,4.0,0.0,120.0,7,591
299,299,Giri Nagar,3 Bedroom,880.0,3.0,1.0,140.0,14,547
300,300,Sarjapur  Road,4 BHK,1863.0,3.0,2.0,104.0,399,591
301,301,Singasandra,2 BHK,1010.0,2.0,1.0,29.5,27,5199
302,302,Kalena Agrahara,3 BHK,1425.0,2.0,1.0,70.0,33,4309
303,303,Vijayanagar,3 BHK,1450.0,3.0,0.0,100.0,42,4309
304,304,Kothanur,3 BHK,1847.0,3.0,2.0,105.0,66,4309
305,305,AECS Layout,2 BHK,1100.0,2.0,3.0,45.0,12,5199
306,306,Kanakpura Road,1 BHK,525.0,1.0,1.0,26.0,273,538
307,307,Mallasandra,3 BHK,1665.0,3.0,2.0,95.0,16,4309
308,308,Begur,4 BHK,1664.0,4.0,3.0,65.0,16,591
309,309,JP Nagar,3 BHK,1850.0,3.0,3.0,150.0,72,4309
310,310,Panathur,2 BHK,1438.0,2.0,3.0,100.0,51,5199
311,311,Sunder Ram Shetty Nagar,3 BHK,1560.0,3.0,3.0,115.0,2,4309
312,312,Yelahanka,2 BHK,1350.0,2.0,1.0,55.55,213,5199
313,313,Kanakpura Road,3 BHK,1550.0,3.0,3.0,67.0,273,4309
314,314,Malleshpalya,2 BHK,1140.0,2.0,2.0,46.5,17,5199
315,315,Srirampura,5 Bedroom,1200.0,5.0,2.0,180.0,6,297
316,316,Kodathi,2 BHK,850.0,2.0,2.0,27.0,4,5199
317,317,Whitefield,2 BHK,1280.0,2.0,2.0,75.0,540,5199
318,318,Munnekollal,2 BHK,1170.0,2.0,2.0,52.0,24,5199
319,319,Motappa Layout,2 BHK,1113.0,2.0,1.0,51.0,6,5199
320,320,Hennur Road,2 BHK,1385.0,2.0,1.0,83.09,152,5199
321,321,Electronic City,2 BHK,1128.0,2.0,1.0,65.0,302,5199
322,322,Marathahalli,2 Bedroom,1200.0,2.0,2.0,128.0,175,329
323,323,Akshaya Vana,4 Bedroom,1200.0,4.0,3.0,165.0,8,826
324,324,Rajaji Nagar,3 BHK,2390.0,3.0,2.0,415.0,107,4309
325,325,Giri Nagar,4 Bedroom,2400.0,4.0,1.0,400.0,14,826
326,326,Haralur Road,3 BHK,1464.0,3.0,2.0,56.0,142,4309
327,327,Manayata Tech Park,2 BHK,1200.0,2.0,2.0,55.0,8,5199
328,328,Kaval Byrasandra,2 BHK,1200.0,2.0,2.0,52.0,22,5199
329,329,Kaggalipura,3 BHK,1150.0,2.0,1.0,55.0,19,4309
330,330,Basavanna Nagar,3 BHK,1645.0,3.0,2.0,95.0,4,4309
331,331,Sarjapur  Road,2 BHK,1000.0,2.0,1.0,67.0,399,5199
332,332,Haralur Road,4 Bedroom,2650.0,4.0,2.0,198.0,142,826
333,333,6th Phase JP Nagar,2 BHK,1192.0,2.0,2.0,74.0,23,5199
334,334,Ulsoor,3 BHK,2135.0,3.0,2.0,215.0,21,4309
335,335,Whitefield,2 BHK,1173.0,2.0,1.0,58.0,540,5199
336,336,Uttarahalli,2 BHK,1020.0,2.0,2.0,45.0,186,5199
337,337,Thigalarapalya,4 BHK,3122.0,6.0,2.0,230.0,62,591
338,338,Somasundara Palya,3 BHK,1600.0,3.0,3.0,64.0,28,4309
339,339,T.C PALYA,2 Bedroom,1200.0,2.0,0.0,79.0,3,329
340,340,Muneshwara Nagar,2 BHK,1230.0,2.0,3.0,48.0,2,5199
341,341, Devarachikkanahalli,2 BHK,1250.0,2.0,2.0,40.0,14,5199
342,342,Kalena Agrahara,2 BHK,1325.0,2.0,2.0,76.0,33,5199
